tweet_id,priority,label_id,eventID
396321684992434176,0.25,15.0,5
396321693368856576,0.25,18.0,5
396321789858836480,0.25,15.0,5
396322108625936384,0.5,16.0,5
396322142184169472,0.75,1.0,5
396322691629977600,0.25,15.0,5
396323685671264256,0.5,16.0,5
396323811521736704,0.25,15.0,5
396323983475609600,0.25,18.0,5
396324021211762688,0.75,20.0,5
396324054774599680,0.5,8.0,5
396324432278716416,0.25,18.0,5
396324470022864896,0.5,14.0,5
396324570682372096,0.5,14.0,5
396324801360322560,0.75,7.0,5
396324805554622464,0.25,15.0,5
396324956537368576,0.75,7.0,5
396325015273996288,0.25,15.0,5
396325057204465664,0.25,3.0,5
396325107569672192,0.25,18.0,5
396325115949883392,0.25,15.0,5
396325174641172480,0.25,15.0,5
396325174657552384,0.25,15.0,5
396325199827988480,0.25,15.0,5
396325208203988992,0.25,15.0,5
396325233394581504,0.75,7.0,5
396325518573703168,0.25,15.0,5
396325535376101376,0.5,15.0,5
396325573099651072,0.25,15.0,5
396325661213982720,0.25,15.0,5
396325740871827456,0.25,15.0,5
396325774455627776,0.25,15.0,5
396325787043106816,0.25,15.0,5
396325912871849984,0.25,3.0,5
396326323892649984,0.25,18.0,5
396326328074399744,0.25,15.0,5
396326453932851200,0.25,11.0,5
396326583935307776,0.25,18.0,5
396326609118322688,0.75,14.0,5
396326701392994304,0.25,18.0,5
396326705599508480,0.5,7.0,5
396326722347761664,0.75,13.0,5
396326747538333696,0.5,7.0,5
396326869169352704,0.25,15.0,5
396327221494702080,0.25,15.0,5
396327338927222784,0.25,15.0,5
396327431188910080,0.75,8.0,5
396327452164628480,0.25,11.0,5
396327489922138112,0.75,8.0,5
396327716426756096,0.25,18.0,5
396327875789324288,0.5,13.0,5
396327926104215552,0.25,15.0,5
396328030986985472,0.75,1.0,5
396328173597507584,0.5,13.0,5
396328744027049984,0.25,9.0,5
396329243128659968,0.5,4.0,5
396329276691464192,0.25,11.0,5
396329339622420480,0.25,15.0,5
396329515766808576,0.25,15.0,5
396329662584217600,0.25,15.0,5
396329687720669184,0.5,13.0,5
396329951978586112,0.25,4.0,5
396330455303475200,0.25,18.0,5
396330685989797888,0.25,3.0,5
396330967003971584,0.25,15.0,5
396331004753092608,0.25,15.0,5
396331155718688768,0.5,7.0,5
396331222860709888,0.75,7.0,5
396331482911735808,0.25,1.0,5
396331692605964288,0.25,15.0,5
396331763925913600,0.25,15.0,5
396331893920374784,0.25,15.0,5
396331961058209792,0.25,1.0,5
396331973607964672,0.25,15.0,5
396332221084086272,0.25,13.0,5
396332476932829184,0.25,3.0,5
396332820878336000,0.25,13.0,5
396332896392204288,0.25,11.0,5
396333148029861888,0.25,11.0,5
396333361926782976,0.25,15.0,5
396333374530654208,0.25,18.0,5
396333710066606080,0.5,13.0,5
396334091768832000,0.25,15.0,5
396334427313561600,0.5,7.0,5
396334645400178688,0.25,18.0,5
396334704112058368,0.25,15.0,5
396334880260624384,0.25,3.0,5
396334947394674688,0.25,7.0,5
396335329076318208,0.25,7.0,5
396335333257654272,0.25,4.0,5
396335475881181184,0.5,7.0,5
396335492666773504,0.25,15.0,5
396335685570793472,0.25,1.0,5
396335786263871488,0.25,4.0,5
396335865926262784,0.25,15.0,5
396335979167903744,0.25,15.0,5
396336012726525952,0.25,15.0,5
396336079856345088,0.25,15.0,5
396336243442589696,0.25,15.0,5
396336297968562176,0.25,7.0,5
396336394429562880,0.25,15.0,5
