eventID,postID,postCategories,postPriority
37,1155327789849096194,['Irrelevant'],Low
37,1155329043547471872,['Location'],Low
37,1155329701784805377,"['Location', 'NewSubEvent', 'Factoid', 'Hashtags']",High
37,1155329798182453249,"['Location', 'Factoid', 'Hashtags']",High
40,1155330276622512130,['Irrelevant'],Low
37,1155330800138764288,"['Location', 'Hashtags']",Low
37,1155331153437646848,"['Location', 'NewSubEvent', 'MultimediaShare', 'Factoid', 'Official', 'Hashtags', 'News']",High
37,1155332380288278528,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155333155127271424,"['Factoid', 'Sentiment']",Low
37,1155333170847453184,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155333329543225344,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155333833048449024,"['Location', 'Factoid', 'News']",Low
37,1155334283663310849,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155335408118620160,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155337241360777216,"['Factoid', 'News']",Low
37,1155337451201814528,"['Official', 'Sentiment']",High
37,1155338350640939009,"['Location', 'Factoid', 'News']",Low
37,1155339071302045696,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155340154346889216,"['Location', 'Factoid', 'News']",Low
37,1155340401915695104,"['Hashtags', 'News']",Low
37,1155340954196422662,"['MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
37,1155341825525391360,['Location'],Low
37,1155342007222636546,['Irrelevant'],Low
37,1155342884024963072,"['MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
37,1155343350779613185,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
37,1155343737700126720,['Irrelevant'],Low
37,1155343851172687872,"['MultimediaShare', 'News']",Low
37,1155344649231446016,['Irrelevant'],Low
37,1155344660887244800,['Irrelevant'],Low
37,1155345900220366849,['Location'],Low
37,1155345910341050368,"['Location', 'Factoid', 'News']",Low
37,1155346306350682114,['Irrelevant'],Low
37,1155347147954511873,['Irrelevant'],Low
37,1155347247938310145,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
40,1155347399528730624,['Irrelevant'],Low
37,1155350102493540352,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
37,1155350194550190080,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Medium
37,1155351187853627392,['Irrelevant'],Low
37,1155351195898322949,['Irrelevant'],Low
37,1155351202319753216,['Irrelevant'],Low
37,1155351431358164992,"['MultimediaShare', 'Factoid', 'News']",Low
40,1155353108190416897,['Irrelevant'],Low
37,1155353383513051136,"['Location', 'Factoid', 'News']",Low
37,1155353991066324992,['Irrelevant'],Low
37,1155354901796573184,"['MultimediaShare', 'Factoid', 'News']",Low
37,1155354916816326656,"['MultimediaShare', 'Factoid', 'News']",Low
37,1155354923464364032,"['MultimediaShare', 'Factoid', 'News']",Low
37,1155356091833823233,['Irrelevant'],Low
37,1155356742521241610,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155357049720586240,['Irrelevant'],Low
37,1155357228506976256,['Irrelevant'],Low
37,1155358175547314176,"['Location', 'Official']",Critical
37,1155358805825376262,"['SearchAndRescue', 'Location', 'Factoid']",Critical
37,1155358876004491264,"['Location', 'Hashtags', 'Sentiment']",Medium
37,1155359164052463618,"['MultimediaShare', 'Factoid', 'News']",Medium
37,1155361206267461632,['Irrelevant'],Low
37,1155361675240828929,['Irrelevant'],Low
37,1155362201810735104,"['Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155362774345822209,['Irrelevant'],Low
37,1155364627003260928,['Irrelevant'],Low
37,1155366030220386304,['Irrelevant'],Low
37,1155366158847086592,"['Location', 'Factoid', 'Hashtags', 'News']",Low
37,1155367440378998784,['Irrelevant'],Low
37,1155367474424102912,"['Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155368874587672576,"['Location', 'NewSubEvent', 'MultimediaShare', 'News']",Medium
37,1155370466099417088,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155372259546161153,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155372766289252357,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155374419616968707,"['MultimediaShare', 'Factoid', 'News']",Medium
37,1155374920668524544,['Irrelevant'],Low
37,1155375893264633856,"['Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155376510410342400,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155380796137463809,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155382807214141445,['Irrelevant'],Low
37,1155383338032496642,['Irrelevant'],Low
37,1155385925632974848,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'Advice']",Medium
37,1155388006456582145,['Irrelevant'],Low
37,1155388122877837313,['Irrelevant'],Low
37,1155388589427105792,['News'],Low
37,1155389587302207488,['Irrelevant'],Low
37,1155390076202807296,"['Location', 'News']",Low
37,1155390258076442624,['Irrelevant'],Low
37,1155391512055812096,['Irrelevant'],Low
37,1155392085815697409,['Irrelevant'],Low
37,1155392730723258371,"['Location', 'MultimediaShare', 'News']",Low
37,1155395252397780992,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155395974455595009,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'News', 'ContextualInformation']",Medium
37,1155396241645330432,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155396253997391873,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155398766402461696,['Irrelevant'],Low
37,1155399857827225600,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Medium
37,1155400652719296512,"['Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155400693550866432,"['MultimediaShare', 'Factoid', 'News']",Low
37,1155403514174169089,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
37,1155404550104391680,['Irrelevant'],Low
37,1155405053903155201,['Irrelevant'],Low
37,1155409848525365250,['Irrelevant'],Low
37,1155410988612706304,"['ThirdPartyObservation', 'Location', 'Factoid']",Low
37,1155411402032648193,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
37,1155411895970652161,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155412858798088192,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155413016893988864,['Irrelevant'],Low
37,1155414336828895232,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155417510835032065,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
37,1155417614950305792,"['Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155419724131516416,"['Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155422395009839105,['Irrelevant'],Low
37,1155423111262683136,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155425204350439424,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
37,1155425475981991936,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
37,1155425682543063041,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155426981456097280,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155427837186203648,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155428067587706880,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
40,1155428626705321984,['Irrelevant'],Low
37,1155428684851007488,['Irrelevant'],Low
37,1155429173806153728,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
49,1155430270457323520,['Irrelevant'],Low
37,1155431464881786880,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155432653031641088,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
37,1155433747589677056,['Irrelevant'],Low
37,1155433775314231297,"['Location', 'News']",Low
37,1155434274545426433,['Irrelevant'],Low
37,1155434340731510784,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155434504976240640,"['ThirdPartyObservation', 'Factoid', 'News']",Medium
37,1155434531345850368,['Irrelevant'],Low
37,1155434539478593536,['Irrelevant'],Low
37,1155434632327942145,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
37,1155435426087395328,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155435476322521090,['Irrelevant'],Low
37,1155435579380813825,['Irrelevant'],Low
37,1155436235525111810,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155436375509831680,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155439184649347072,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155439185068789760,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155439191750250496,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155439326072848384,"['MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155440622079098881,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155441157922537473,['Irrelevant'],Low
37,1155441391410958337,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Medium
37,1155441764003733504,['Irrelevant'],Low
37,1155442233577000960,"['FirstPartyObservation', 'Location', 'Factoid', 'Hashtags', 'ContextualInformation', 'Sentiment']",High
37,1155442374094536705,['Irrelevant'],Low
37,1155442399109427200,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155442803956170752,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155445316465897472,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155445671757078528,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155445958462730240,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155446004415700992,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155446320993394690,"['Location', 'Factoid', 'News', 'Advice']",Medium
37,1155446619493543937,"['Location', 'Factoid', 'News', 'Advice']",Medium
37,1155447083480096768,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155447796738220032,"['FirstPartyObservation', 'Factoid', 'ContextualInformation', 'Advice', 'Sentiment']",Low
37,1155447816157900804,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155447816489185280,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155447995309199361,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155448146639695872,"['Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155448147507908609,"['FirstPartyObservation', 'Factoid']",Low
37,1155448402148286464,['Irrelevant'],Low
37,1155449391882362882,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155449543523282944,"['Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155449838735122433,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155450088124272640,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155450854201339904,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155451844627484673,['Irrelevant'],Low
49,1155452110772850688,['Irrelevant'],Low
37,1155452247742005255,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155452544329682944,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155453586786193408,['Irrelevant'],Low
37,1155454331610685446,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155454584002945024,['Irrelevant'],Low
37,1155454693235134465,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155454746465120256,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155454969228812289,['Irrelevant'],Low
37,1155455258837094400,['Irrelevant'],Low
37,1155455722173321218,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155455872337924097,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155455881133379584,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155459376884400128,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155459379380047874,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155459926170451969,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155460132047691776,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'CleanUp', 'News', 'ContextualInformation']",Medium
37,1155460146161754117,['Irrelevant'],Low
37,1155460173860749314,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155460630587031557,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155461895832231936,['Irrelevant'],Low
37,1155464762022666241,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155464867647766528,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155465757683265536,"['MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155465944145256454,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155466457188392960,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155466958382481408,"['Location', 'News', 'ContextualInformation', 'Advice']",Low
37,1155466992482041856,['Irrelevant'],Low
37,1155467844316016640,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155468387251867648,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155469716816891904,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155470149123657736,['Irrelevant'],Low
37,1155470650418458625,"['ThirdPartyObservation', 'Location', 'Factoid', 'CleanUp', 'News', 'ContextualInformation']",Low
37,1155471156457234433,['Irrelevant'],Low
37,1155471255841021952,"['ThirdPartyObservation', 'Location', 'EmergingThreats', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155471502034251776,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid']",Medium
37,1155471651636731904,['Irrelevant'],Low
37,1155471986568491008,"['InformationWanted', 'ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155472036568977408,['Irrelevant'],Low
37,1155472327473270784,['Irrelevant'],Low
37,1155475499864530944,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155475693985288193,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
49,1155475793725837312,['Irrelevant'],Low
37,1155475962147954688,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Low
37,1155477447179194368,"['InformationWanted', 'ThirdPartyObservation', 'Location', 'MultimediaShare', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155477653564116996,"['InformationWanted', 'ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155478023350693890,"['InformationWanted', 'ThirdPartyObservation', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155478088135761923,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155480129293967360,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155480134922756102,"['FirstPartyObservation', 'Hashtags', 'News', 'Advice', 'Sentiment']",Low
37,1155480200131633154,"['FirstPartyObservation', 'Hashtags', 'Advice', 'Sentiment']",Low
37,1155480915763769346,"['Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155481994240909314,"['Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155483064581144576,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155483195485380610,['Irrelevant'],Low
37,1155483742091112448,"['InformationWanted', 'ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155484229242937345,['Irrelevant'],Low
37,1155485715121221637,"['InformationWanted', 'ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155485898521415680,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155486053538697217,['Irrelevant'],Low
37,1155486133347684352,['Irrelevant'],Low
37,1155486283411668995,['Irrelevant'],Low
37,1155486843384860673,['Irrelevant'],Low
37,1155486853069451264,['Irrelevant'],Low
37,1155487190249607168,['Irrelevant'],Low
37,1155487193869275137,['Irrelevant'],Low
37,1155487920448593921,['MultimediaShare'],Low
37,1155488067311898631,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Low
40,1155488175181066240,['Irrelevant'],Low
37,1155488364293808129,['MultimediaShare'],Low
37,1155488785838178304,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'News', 'ContextualInformation']",Low
37,1155488910732136449,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155489515152248834,['Irrelevant'],Low
37,1155490133417832451,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155490738806894592,"['InformationWanted', 'ThirdPartyObservation', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155490740039929857,"['Location', 'MultimediaShare', 'News']",Low
37,1155491168328671233,"['Location', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155492078496964608,"['Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155492275201482752,['Irrelevant'],Low
37,1155492450020024320,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Low
37,1155492513190273024,['Irrelevant'],Low
37,1155493124661288960,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Low
37,1155495187466137600,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Low
37,1155495599959171073,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
37,1155496719691501571,['Irrelevant'],Low
37,1155497264003112960,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155497733937123328,['Irrelevant'],Low
37,1155497931752931333,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155498038531624962,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155498114976927745,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155498538945507328,"['InformationWanted', 'ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155498708391399424,"['Location', 'EmergingThreats', 'MultimediaShare', 'News', 'ContextualInformation']",Medium
37,1155499014474915841,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'News', 'ContextualInformation']",Low
37,1155499171677388802,['Irrelevant'],Low
37,1155499525315932162,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155500438877327360,['Irrelevant'],Low
37,1155501612363931648,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155502048189698048,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'News', 'ContextualInformation', 'Sentiment']",Low
37,1155502427178749953,['Irrelevant'],Low
37,1155502932747530241,"['ThirdPartyObservation', 'MultimediaShare', 'News']",Low
37,1155502938284015618,['Irrelevant'],Low
37,1155503070316396544,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation', 'Advice', 'Sentiment']",Medium
37,1155503470432202752,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation', 'Sentiment', 'Discussion']",Medium
37,1155504577996828674,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'News', 'ContextualInformation', 'Sentiment', 'Discussion']",Medium
37,1155504863360573442,['MultimediaShare'],Low
37,1155505143166750721,['Irrelevant'],Low
37,1155505234329948160,['Irrelevant'],Low
37,1155506312295460866,['Irrelevant'],Low
37,1155507193602592768,['Irrelevant'],Low
40,1155508302362664966,['Irrelevant'],Low
37,1155509953299460096,"['ThirdPartyObservation', 'Location']",Low
49,1155509954222198786,['Irrelevant'],Low
37,1155511358856806400,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155511733361840128,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155511984982388738,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155512763357257729,"['Location', 'MultimediaShare']",Low
37,1155514633010208769,"['Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155515032513515521,['Irrelevant'],Low
37,1155517277627932672,['Irrelevant'],Low
37,1155517309387075584,['Irrelevant'],Low
37,1155518083903234049,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
46,1155518301658865665,"['Location', 'MultimediaShare', 'Hashtags', 'Sentiment']",Low
37,1155518416335376384,['Irrelevant'],Low
46,1155518688948359170,"['Location', 'MultimediaShare', 'Hashtags', 'Sentiment']",Low
37,1155518801875804160,['Irrelevant'],Low
46,1155518803612176385,"['Location', 'MultimediaShare', 'Hashtags', 'News', 'Sentiment']",Low
46,1155518909228994561,"['Location', 'MultimediaShare', 'Hashtags', 'News']",Low
37,1155519069371674627,"['MultimediaShare', 'News']",Low
46,1155519181430960130,"['Location', 'MultimediaShare', 'Hashtags', 'News']",Low
37,1155519250108440576,['Irrelevant'],Low
37,1155519306794524673,"['Location', 'MultimediaShare', 'News', 'ContextualInformation']",Low
46,1155519387513888769,"['Location', 'MultimediaShare', 'Hashtags', 'News', 'Sentiment']",Low
46,1155519464986820610,"['Location', 'MultimediaShare', 'Hashtags', 'News', 'Sentiment']",Low
37,1155523017704910848,"['Location', 'MultimediaShare', 'News', 'ContextualInformation']",Low
37,1155523266985041921,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155523317639651328,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Low
37,1155523459503362053,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Low
46,1155524613792833536,"['Location', 'Factoid', 'Hashtags', 'Sentiment']",Low
37,1155524832823586816,['Irrelevant'],Low
37,1155525181739294720,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155525705654050817,['Irrelevant'],Low
37,1155526287781445632,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155526486985547776,['Irrelevant'],Low
37,1155526567713484808,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
40,1155526937713860608,['Irrelevant'],Low
37,1155528420903870465,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155529905913913344,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155530039674449920,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155530389521199104,['MultimediaShare'],Low
37,1155530861061836802,"['ThirdPartyObservation', 'MultimediaShare', 'News']",Low
37,1155531931473338368,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'News']",Low
37,1155532436203290624,['Irrelevant'],Low
37,1155532471787610112,['Irrelevant'],Low
37,1155535655881125889,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'News', 'ContextualInformation']",Low
49,1155536797763604481,['Irrelevant'],Low
37,1155536961647591425,"['FirstPartyObservation', 'MultimediaShare', 'Sentiment']",Low
37,1155537034607517702,['Irrelevant'],Low
37,1155537056724127744,['Irrelevant'],Low
37,1155538410519404545,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155538839114526721,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155539064117817344,['Irrelevant'],Low
37,1155539863640465408,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155540438230687745,"['Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155540959620423680,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155540960983572480,"['ThirdPartyObservation', 'Location', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155541127195451392,['Irrelevant'],Low
37,1155541299463933953,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News', 'ContextualInformation']",Medium
37,1155541715471618049,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Medium
37,1155543177400586241,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News', 'ContextualInformation']",Low
37,1155544643926462464,['Irrelevant'],Low
37,1155544794300583936,['Irrelevant'],Low
37,1155545960535248896,['Irrelevant'],Low
