,tweet_id,priority,postCategories_x,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
189,1.1576999777847788e+18,0.0,0.0,30.0,650.0,80.0,570.0,5770.0,23520.0,40.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
190,1.1577084455265485e+18,0.0,0.0,20.0,620.0,600.0,2850.0,107310.0,39780.0,4580.0,0.0,0.0,0.0
191,1.1577739883676017e+18,0.0,0.0,30.0,260.0,150.0,820.0,8720.0,19870.0,490.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
192,1.1577919074115625e+18,0.0,0.0,30.0,520.0,120.0,700.0,29490.0,49830.0,0.0,0.0,0.0,0.0
193,1.157796677518078e+18,0.0,0.0,440.0,160.0,120.0,680.0,960.0,1660.0,70.0,0.0,0.0,0.0
194,1.1578025338149642e+18,0.0,0.0,70.0,510.0,100.0,650.0,23040.0,14930.0,860.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
195,1.1578085558834668e+18,0.0,0.0,440.0,160.0,120.0,680.0,4740.0,8330.0,100.0,0.0,0.0,0.0
196,1.157821660587856e+18,0.0,0.0,30.0,520.0,120.0,700.0,40410.0,49310.0,70.0,0.0,0.0,0.0
197,1.1578408071704005e+18,0.0,0.0,30.0,650.0,80.0,570.0,1040.0,2650.0,230.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
198,1.157845643198632e+18,0.0,0.0,30.0,260.0,150.0,820.0,59270.0,2400.0,1900.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
199,1.157877748808872e+18,0.0,0.0,310.0,240.0,110.0,580.0,16970.0,15410.0,420.0,0.0,0.0,0.0
200,1.1578822818995487e+18,0.0,0.0,100.0,520.0,90.0,690.0,4730.0,48390.0,30.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
201,1.1578851450069235e+18,0.0,0.0,70.0,510.0,100.0,650.0,31000.0,50000.0,5170.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
202,1.1579073881350185e+18,0.0,0.0,110.0,460.0,120.0,660.0,2220.0,4480.0,100.0,2856999969482422.0,2.221999931335449e+16,250.0
203,1.157965772200829e+18,0.0,0.0,180.0,70.0,80.0,510.0,59640.0,19730.0,3060.0,0.0,0.0,0.0
204,1.1579914225802035e+18,0.0,0.0,440.0,160.0,120.0,680.0,200.0,3660.0,0.0,0.0,0.0,0.0
205,1.158038130454225e+18,0.0,0.0,40.0,370.0,170.0,890.0,2679440.0,2840.0,67070.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
206,1.158061733870801e+18,0.0,0.0,100.0,520.0,90.0,690.0,18090.0,17560.0,2490.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
207,1.1580895090467594e+18,0.0,0.0,40.0,370.0,170.0,890.0,2679440.0,2840.0,67070.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
208,1.158090690204541e+18,0.0,0.0,50.0,450.0,170.0,890.0,70330.0,530.0,50.0,0.0,0.0,0.0
209,1.1581128734506227e+18,0.0,0.0,40.0,370.0,170.0,890.0,2679440.0,2840.0,67070.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
210,1.158114980052398e+18,0.0,0.0,70.0,510.0,100.0,650.0,7190.0,20180.0,520.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
211,1.158121386948399e+18,0.0,0.0,20.0,740.0,100.0,710.0,3700.0,10970.0,100.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
212,1.158128878570881e+18,0.0,0.0,100.0,520.0,90.0,690.0,90.0,300.0,40.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
213,1.1581359470300938e+18,0.0,0.0,50.0,450.0,170.0,890.0,8060.0,24730.0,160.0,0.0,0.0,0.0
214,1.1581378748916244e+18,0.0,0.0,350.0,200.0,120.0,590.0,51680.0,44340.0,740.0,0.0,0.0,0.0
215,1.1582029265038828e+18,0.0,0.0,140.0,440.0,480.0,2360.0,25620.0,27540.0,350.0,0.0,0.0,0.0
216,1.158219861522182e+18,0.0,0.0,30.0,650.0,80.0,570.0,13360.0,13830.0,270.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
217,1.1582671691524383e+18,0.0,0.0,50.0,450.0,170.0,890.0,1560.0,40.0,70.0,0.0,0.0,0.0
218,1.158267170368848e+18,0.0,0.0,50.0,450.0,170.0,890.0,1560.0,40.0,70.0,0.0,0.0,0.0
219,1.158274334609367e+18,0.0,0.0,110.0,380.0,90.0,570.0,170.0,900.0,0.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
220,1.1582759135760425e+18,0.0,0.0,110.0,380.0,90.0,570.0,2240.0,2480.0,10.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
221,1.158318140591366e+18,0.0,0.0,160.0,340.0,110.0,670.0,10350.0,22940.0,190.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
222,1.1583202438963077e+18,0.0,0.0,70.0,380.0,140.0,770.0,385430.0,380790.0,2260.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
223,1.158327791106044e+18,0.0,0.0,110.0,460.0,120.0,660.0,4387800.0,430.0,27770.0,2856999969482422.0,2.221999931335449e+16,250.0
224,1.1583931292353905e+18,0.0,0.0,110.0,380.0,90.0,570.0,22830.0,500.0,2580.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
225,1.158407618551001e+18,0.0,0.0,20.0,640.0,390.0,2420.0,4280.0,3940.0,10.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
226,1.158407633038205e+18,0.0,0.0,110.0,380.0,130.0,610.0,9410.0,13800.0,1960.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
227,1.158414591732281e+18,0.0,0.0,70.0,510.0,100.0,650.0,1100.0,7650.0,40.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
228,1.158420557638992e+18,0.0,0.0,140.0,120.0,110.0,550.0,34280.0,32310.0,1090.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
229,1.1584277500691825e+18,0.0,0.0,30.0,600.0,480.0,2560.0,3820.0,160.0,40.0,0.0,0.0,0.0
230,1.1584542460372173e+18,0.0,0.0,110.0,380.0,80.0,560.0,560.0,710.0,10.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
231,1.1584553523268526e+18,0.0,0.0,160.0,340.0,110.0,670.0,20150.0,28460.0,450.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
232,1.158478330917806e+18,0.0,0.0,50.0,460.0,70.0,450.0,450.0,530.0,0.0,0.0,0.0,0.0
233,1.1584823180816627e+18,0.0,0.0,50.0,460.0,70.0,450.0,69850.0,27240.0,2040.0,0.0,0.0,0.0
234,1.1584828259114476e+18,0.0,0.0,50.0,460.0,70.0,450.0,80360.0,81290.0,2990.0,0.0,0.0,0.0
235,1.158502057827078e+18,0.0,0.0,50.0,460.0,70.0,450.0,4160.0,6490.0,10.0,0.0,0.0,0.0
236,1.158519738684924e+18,0.0,0.0,80.0,540.0,70.0,450.0,2380.0,2080.0,220.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
237,1.1585465151887483e+18,0.0,0.0,100.0,520.0,90.0,690.0,5720.0,5290.0,1070.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
238,1.1586098649832735e+18,0.0,0.0,160.0,340.0,110.0,670.0,540.0,420.0,30.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
239,1.1586125300103168e+18,0.0,0.0,20.0,640.0,390.0,2420.0,18450.0,49420.0,670.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
240,1.158622497283158e+18,0.0,0.0,110.0,380.0,90.0,570.0,223050.0,162600.0,2980.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
241,1.1586248951751475e+18,0.0,0.0,40.0,160.0,70.0,330.0,5270.0,4150.0,20.0,250.0,1.1109999656677246e+16,1.5380000114440918e+16
242,1.1586346630549258e+18,0.0,0.0,340.0,240.0,100.0,670.0,48480.0,53060.0,60.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
243,1.1586486052862405e+18,0.0,0.0,340.0,240.0,100.0,670.0,5080.0,5910.0,20.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
244,1.1586519793646264e+18,0.0,0.0,110.0,510.0,90.0,490.0,15830.0,23290.0,2060.0,0.0,0.0,0.0
245,1.1586538229543483e+18,0.0,0.0,340.0,240.0,100.0,670.0,1930.0,4690.0,80.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
246,1.1586625593665618e+18,0.0,0.0,30.0,290.0,100.0,710.0,102400.0,91190.0,180.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
247,1.1586625852201e+18,0.0,0.0,10.0,520.0,580.0,2460.0,134060.0,119020.0,1680.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
248,1.1586640394736023e+18,0.0,0.0,30.0,290.0,100.0,710.0,9880.0,49960.0,10.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
249,1.1586687831305134e+18,0.0,0.0,340.0,240.0,100.0,670.0,17720.0,16230.0,370.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
250,1.1586728830712914e+18,0.0,0.0,30.0,290.0,100.0,710.0,49220.0,52410.0,0.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
251,1.158675175698772e+18,0.0,0.0,30.0,290.0,100.0,710.0,680.0,1160.0,90.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
252,1.1586885720582963e+18,0.0,0.0,340.0,240.0,110.0,680.0,1150.0,1730.0,40.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
253,1.1586914698316923e+18,0.0,0.0,30.0,290.0,100.0,710.0,18820.0,47050.0,100.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
254,1.1586921343813468e+18,0.0,0.0,70.0,420.0,360.0,1640.0,144541377.0,5390.0,566730.0,0.0,0.0,0.0
255,1.1586988803363553e+18,0.0,0.0,340.0,240.0,100.0,670.0,18920.0,11790.0,180.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
256,1.1587023675730084e+18,0.0,0.0,60.0,430.0,140.0,690.0,26650.0,32730.0,1570.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
257,1.1587033469177528e+18,0.0,0.0,60.0,430.0,140.0,690.0,30.0,20.0,0.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
258,1.1587110662658703e+18,0.0,0.0,70.0,520.0,140.0,690.0,27380.0,26540.0,2620.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
259,1.1587111057130824e+18,0.0,0.0,50.0,460.0,70.0,450.0,60.0,1070.0,10.0,0.0,0.0,0.0
260,1.158711692060242e+18,0.0,0.0,60.0,490.0,100.0,580.0,1740.0,24500.0,0.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
261,1.1587172810457948e+18,0.0,0.0,30.0,290.0,100.0,710.0,230.0,500.0,20.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
262,1.158717819313447e+18,0.0,0.0,70.0,470.0,150.0,800.0,10320.0,14210.0,500.0,2.221999931335449e+16,2.221999931335449e+16,2.221999931335449e+16
263,1.158719948149133e+18,0.0,0.0,70.0,520.0,140.0,690.0,1630.0,11400.0,10.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
264,1.1587202186188472e+18,0.0,0.0,10.0,570.0,340.0,1490.0,144541377.0,5390.0,566730.0,0.0,0.0,0.0
265,1.1587214534553354e+18,0.0,0.0,40.0,560.0,140.0,690.0,650.0,1350.0,120.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
266,1.1587230656579092e+18,0.0,0.0,40.0,540.0,100.0,580.0,8190.0,6720.0,220.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
267,1.158723911137157e+18,0.0,0.0,90.0,500.0,280.0,1280.0,2470.0,70.0,50.0,0.0,0.0,0.0
268,1.158728089972695e+18,0.0,0.0,70.0,470.0,150.0,800.0,1060.0,1240.0,0.0,2.221999931335449e+16,2.221999931335449e+16,2.221999931335449e+16
269,1.1587282047750226e+18,0.0,0.0,40.0,540.0,100.0,580.0,50.0,250.0,0.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
270,1.158728338929619e+18,0.0,0.0,70.0,470.0,150.0,800.0,5200.0,3100.0,1030.0,2.221999931335449e+16,2.221999931335449e+16,2.221999931335449e+16
271,1.1587290700473672e+18,0.0,0.0,40.0,560.0,140.0,690.0,170160.0,143650.0,1940.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
272,1.1587301271084275e+18,0.0,0.0,70.0,470.0,150.0,800.0,222830.0,154080.0,3270.0,2.221999931335449e+16,2.221999931335449e+16,2.221999931335449e+16
273,1.158730157047341e+18,0.0,0.0,30.0,290.0,100.0,710.0,2300.0,7710.0,30.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
274,1.1587354238307246e+18,0.0,0.0,40.0,560.0,140.0,690.0,1940.0,12250.0,50.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
275,1.1587372735355085e+18,0.0,0.0,40.0,540.0,100.0,580.0,1470.0,3840.0,20.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
276,1.1587459912663532e+18,0.0,0.0,60.0,490.0,100.0,580.0,20.0,160.0,0.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
277,1.1587470526473871e+18,0.0,0.0,10.0,600.0,330.0,1400.0,7885590.0,400.0,110010.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
278,1.1587534881402143e+18,0.0,0.0,70.0,470.0,150.0,800.0,460.0,50.0,10.0,2.221999931335449e+16,2.221999931335449e+16,2.221999931335449e+16
279,1.158759125603324e+18,0.0,0.0,30.0,650.0,80.0,570.0,5500.0,7200.0,70.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
280,1.1587593260912271e+18,0.0,0.0,70.0,470.0,150.0,800.0,1060.0,1240.0,0.0,2.221999931335449e+16,2.221999931335449e+16,2.221999931335449e+16
