tweet_id,timestamp,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
"1.1566849120675881E18,",2019-07-31 21:55:47,"8.0,","55.0,","35.0,","164.0,","49.0,","31.0,","1.0,","0.0,","0.0,",0.0]
"1.15668577014668902E18,",2019-07-31 21:59:12,"16.0,","13.0,","11.0,","60.0,","578.0,","143.0,","4.0,","16.670000076293945,","11.109999656677246,",13.329999923706055]
"1.15668577642975232E18,",2019-07-31 21:59:13,"3.0,","26.0,","15.0,","82.0,","312.0,","823.0,","8.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15668670567780352E18,",2019-07-31 22:02:55,"3.0,","59.0,","35.0,","149.0,","4226.0,","17.0,","11.0,","0.0,","0.0,",0.0]
"1.15668680492760269E18,",2019-07-31 22:03:19,"7.0,","45.0,","9.0,","53.0,","2471.0,","1067.0,","75.0,","0.0,","0.0,",0.0]
"1.15668903618409677E18,",2019-07-31 22:12:11,"5.0,","59.0,","24.0,","144.0,","1711.0,","1686.0,","51.0,","30.0,","33.33000183105469,",31.579999923706055]
"1.15668965985175962E18,",2019-07-31 22:14:39,"3.0,","42.0,","20.0,","99.0,","5418.0,","0.0,","214.0,","0.0,","0.0,",0.0]
"1.15668971953670963E18,",2019-07-31 22:14:54,"2.0,","62.0,","9.0,","63.0,","426.0,","1352.0,","12.0,","0.0,","0.0,",0.0]
"1.15669102879721882E18,",2019-07-31 22:20:06,"3.0,","61.0,","19.0,","114.0,","1.2581162E7,","60.0,","12924.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1566913151927337E18,",2019-07-31 22:21:14,"10.0,","14.0,","8.0,","53.0,","49.0,","31.0,","1.0,","0.0,","0.0,",0.0]
"1.15669258162909594E18,",2019-07-31 22:26:16,"4.0,","57.0,","31.0,","199.0,","231.0,","726.0,","26.0,","0.0,","0.0,",0.0]
"1.15669298018041037E18,",2019-07-31 22:27:51,"1.0,","52.0,","50.0,","257.0,","55688.0,","1498.0,","946.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1566932849761321E18,",2019-07-31 22:29:04,"2.0,","75.0,","43.0,","220.0,","53.0,","85.0,","0.0,","0.0,","0.0,",0.0]
"1.15669347479366861E18,",2019-07-31 22:29:49,"5.0,","54.0,","15.0,","89.0,","1.2581162E7,","60.0,","12924.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1566938927518679E18,",2019-07-31 22:31:29,"1.0,","68.0,","52.0,","280.0,","461.0,","785.0,","5.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15669402690656256E18,",2019-07-31 22:32:01,"3.0,","67.0,","40.0,","223.0,","699.0,","140.0,","9.0,","0.0,","0.0,",0.0]
"1.15669407060299776E18,",2019-07-31 22:32:11,"10.0,","29.0,","9.0,","51.0,","1117.0,","374.0,","61.0,","0.0,","0.0,",0.0]
"1.15669411119545139E18,",2019-07-31 22:32:21,"10.0,","29.0,","9.0,","51.0,","14874.0,","928.0,","75.0,","0.0,","0.0,",0.0]
"1.1566950942983168E18,",2019-07-31 22:36:15,"1.0,","16.0,","18.0,","91.0,","6811.0,","159.0,","122.0,","0.0,","0.0,",0.0]
"1.15669512269802291E18,",2019-07-31 22:36:22,"7.0,","51.0,","10.0,","65.0,","1435.0,","3108.0,","59.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15669519153072128E18,",2019-07-31 22:36:38,"31.0,","7.0,","12.0,","79.0,","1647775.0,","373.0,","27061.0,","22.219999313354492,","22.219999313354492,",22.219999313354492]
"1.15669593287799603E18,",2019-07-31 22:39:35,"26.0,","36.0,","32.0,","177.0,","6662.0,","7319.0,","498.0,","0.0,","0.0,",0.0]
"1.15669660819451494E18,",2019-07-31 22:42:16,"3.0,","53.0,","47.0,","230.0,","1406.0,","1668.0,","1.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15669672368057549E18,",2019-07-31 22:42:43,"3.0,","26.0,","15.0,","82.0,","357.0,","1021.0,","5.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15669717702611354E18,",2019-07-31 22:44:32,"14.0,","32.0,","13.0,","65.0,","1389.0,","3555.0,","33.0,","20.0,","11.109999656677246,",14.289999961853027]
"1.15669755251284787E18,",2019-07-31 22:46:01,"10.0,","34.0,","26.0,","151.0,","29011.0,","948.0,","608.0,","0.0,","0.0,",0.0]
"1.15669915227070874E18,",2019-07-31 22:52:22,"10.0,","35.0,","15.0,","68.0,","598.0,","1092.0,","51.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15669950081319322E18,",2019-07-31 22:53:46,"12.0,","34.0,","18.0,","101.0,","9278.0,","9169.0,","9.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1567001776606208E18,",2019-07-31 22:56:27,"5.0,","47.0,","15.0,","82.0,","8735.0,","2763.0,","306.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15670077559218586E18,",2019-07-31 22:58:50,"14.0,","10.0,","42.0,","212.0,","65.0,","752.0,","0.0,","0.0,","0.0,",0.0]
"1.1567008923112407E18,",2019-07-31 22:59:17,"3.0,","26.0,","15.0,","82.0,","56.0,","46.0,","3.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15670258792580301E18,",2019-07-31 23:06:02,"18.0,","7.0,","8.0,","51.0,","769.0,","320.0,","389.0,","0.0,","0.0,",0.0]
"1.15670378489208422E18,",2019-07-31 23:10:47,"14.0,","37.0,","41.0,","216.0,","69769.0,","2534.0,","914.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15670507302568346E18,",2019-07-31 23:15:54,"1.0,","35.0,","18.0,","75.0,","3293.0,","1534.0,","184.0,","14.289999961853027,","11.109999656677246,",12.5]
"1.15670676499102515E18,",2019-07-31 23:22:38,"74.0,","5.0,","15.0,","88.0,","1508.0,","82.0,","65.0,","0.0,","0.0,",0.0]
"1.15670703052414976E18,",2019-07-31 23:23:41,"5.0,","66.0,","28.0,","86.0,","882.0,","2387.0,","28.0,","0.0,","0.0,",0.0]
"1.15670745058792653E18,",2019-07-31 23:25:21,"3.0,","26.0,","15.0,","82.0,","1630.0,","4505.0,","40.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15670747546016563E18,",2019-07-31 23:25:27,"1.0,","63.0,","38.0,","217.0,","4862.0,","2913.0,","252.0,","0.0,","0.0,",0.0]
"1.15670755182161101E18,",2019-07-31 23:25:45,"4.0,","44.0,","11.0,","58.0,","375.0,","1666.0,","4.0,","0.0,","0.0,",0.0]
"1.15670809028643226E18,",2019-07-31 23:27:53,"30.0,","28.0,","15.0,","72.0,","2148.0,","2135.0,","8.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15670837034426778E18,",2019-07-31 23:29:00,"3.0,","62.0,","17.0,","97.0,","473.0,","4839.0,","3.0,","0.0,","0.0,",0.0]
"1.15670843049878323E18,",2019-07-31 23:29:15,"1.0,","51.0,","57.0,","278.0,","56.0,","234.0,","0.0,","0.0,","0.0,",0.0]
"1.15670878639387034E18,",2019-07-31 23:30:39,"30.0,","28.0,","13.0,","70.0,","3.0,","123.0,","2.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15670924704190874E18,",2019-07-31 23:32:29,"8.0,","36.0,","14.0,","79.0,","1229213.0,","979.0,","24274.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15670925947363328E18,",2019-07-31 23:32:32,"18.0,","7.0,","8.0,","51.0,","1480.0,","1563.0,","8.0,","0.0,","0.0,",0.0]
"1.1567095590854697E18,",2019-07-31 23:33:44,"30.0,","28.0,","13.0,","70.0,","74.0,","362.0,","1.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15670983258352435E18,",2019-07-31 23:34:49,"6.0,","55.0,","22.0,","108.0,","4075.0,","4625.0,","5.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15671027152577331E18,",2019-07-31 23:36:34,"20.0,","26.0,","18.0,","86.0,","379.0,","256.0,","27.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15671088335313715E18,",2019-07-31 23:38:59,"15.0,","22.0,","11.0,","63.0,","62.0,","225.0,","0.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15671116880051814E18,",2019-07-31 23:40:07,"30.0,","28.0,","13.0,","70.0,","9172.0,","5743.0,","3028.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15671180338209587E18,",2019-07-31 23:42:39,"2.0,","57.0,","39.0,","221.0,","1369.0,","1201.0,","73.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671207615445811E18,",2019-07-31 23:43:44,"1.0,","52.0,","52.0,","250.0,","226.0,","965.0,","1.0,","0.0,","0.0,",0.0]
"1.15671275461664358E18,",2019-07-31 23:46:26,"21.0,","36.0,","13.0,","77.0,","181.0,","103.0,","3.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.1567130772928512E18,",2019-07-31 23:47:42,"12.0,","7.0,","40.0,","191.0,","524.0,","1843.0,","14.0,","0.0,","0.0,",0.0]
"1.15671355640807424E18,",2019-07-31 23:49:37,"14.0,","7.0,","5.0,","19.0,","1100.0,","538.0,","93.0,","0.0,","0.0,",0.0]
"1.15671357894004326E18,",2019-07-31 23:49:42,"7.0,","43.0,","36.0,","168.0,","265260.0,","790.0,","5229.0,","0.0,","0.0,",0.0]
"1.15671401032414413E18,",2019-07-31 23:51:25,"4.0,","64.0,","13.0,","74.0,","6447.0,","6605.0,","94.0,","0.0,","0.0,",0.0]
"1.15671404660475494E18,",2019-07-31 23:51:34,"20.0,","34.0,","12.0,","72.0,","3.0,","123.0,","2.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15671427423396659E18,",2019-07-31 23:52:28,"1.0,","52.0,","42.0,","256.0,","2301.0,","20.0,","8.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671442896184115E18,",2019-07-31 23:53:05,"30.0,","28.0,","13.0,","70.0,","2267.0,","694.0,","104.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15671450440477491E18,",2019-07-31 23:53:23,"5.0,","22.0,","10.0,","61.0,","54.0,","1447.0,","0.0,","22.219999313354492,","22.219999313354492,",22.219999313354492]
"1.15671451016778957E18,",2019-07-31 23:53:24,"49.0,","12.0,","22.0,","101.0,","997.0,","3044.0,","11.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671454898189926E18,",2019-07-31 23:53:33,"20.0,","34.0,","12.0,","72.0,","5483.0,","2657.0,","214.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15671487281968742E18,",2019-07-31 23:54:51,"28.0,","31.0,","37.0,","220.0,","87.0,","603.0,","1.0,","0.0,","0.0,",0.0]
"1.15671498581867725E18,",2019-07-31 23:55:18,"11.0,","48.0,","8.0,","47.0,","45878.0,","24618.0,","214.0,","25.0,","11.109999656677246,",15.380000114440918]
"1.15671529679269069E18,",2019-07-31 23:56:32,"7.0,","50.0,","17.0,","86.0,","56.0,","356.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671533995631002E18,",2019-07-31 23:56:42,"4.0,","64.0,","23.0,","122.0,","998.0,","2703.0,","1.0,","0.0,","0.0,",0.0]
"1.15671559695806464E18,",2019-07-31 23:57:43,"3.0,","65.0,","14.0,","83.0,","155.0,","113.0,","73.0,","0.0,","0.0,",0.0]
"1.15671598668440371E18,",2019-07-31 23:59:16,"3.0,","63.0,","34.0,","178.0,","2161.0,","3163.0,","134.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671607719315046E18,",2019-07-31 23:59:38,"7.0,","50.0,","12.0,","78.0,","4739.0,","3342.0,","165.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671610519445094E18,",2019-07-31 23:59:44,"4.0,","64.0,","24.0,","123.0,","13178.0,","11175.0,","93.0,","0.0,","0.0,",0.0]
"1.1567162046665769E18,",2019-08-01 00:00:08,"5.0,","64.0,","17.0,","98.0,","367429.0,","19437.0,","7316.0,","0.0,","0.0,",0.0]
"1.15671658155401626E18,",2019-08-01 00:01:38,"6.0,","47.0,","16.0,","89.0,","63621.0,","2946.0,","763.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671666602747904E18,",2019-08-01 00:01:58,"19.0,","8.0,","14.0,","68.0,","104.0,","227.0,","5.0,","0.0,","0.0,",0.0]
"1.15671673542638797E18,",2019-08-01 00:02:15,"2.0,","1.0,","4.0,","17.0,","77.0,","135.0,","0.0,","0.0,","0.0,",0.0]
"1.15671831104602522E18,",2019-08-01 00:08:30,"7.0,","50.0,","12.0,","78.0,","65.0,","213.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671833210546176E18,",2019-08-01 00:08:35,"7.0,","52.0,","23.0,","145.0,","55755.0,","208.0,","2065.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1567184710042665E18,",2019-08-01 00:09:08,"9.0,","37.0,","10.0,","63.0,","10.0,","134.0,","0.0,","16.670000076293945,","11.109999656677246,",13.329999923706055]
"1.15671848677480038E18,",2019-08-01 00:09:12,"3.0,","62.0,","37.0,","164.0,","1141.0,","579.0,","48.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671861598440653E18,",2019-08-01 00:09:43,"3.0,","69.0,","25.0,","138.0,","180.0,","526.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671869627194163E18,",2019-08-01 00:10:02,"7.0,","50.0,","12.0,","78.0,","3341369.0,","263.0,","26204.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15671902566323814E18,",2019-08-01 00:11:21,"18.0,","7.0,","8.0,","51.0,","583.0,","246.0,","19.0,","0.0,","0.0,",0.0]
"1.15671931993972326E18,",2019-08-01 00:12:31,"18.0,","7.0,","8.0,","51.0,","792.0,","1813.0,","499.0,","0.0,","0.0,",0.0]
"1.15671961763049062E18,",2019-08-01 00:13:42,"7.0,","50.0,","12.0,","78.0,","202.0,","203.0,","5.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15672287798881894E18,",2019-08-01 00:26:39,"2.0,","58.0,","49.0,","244.0,","1732.0,","2050.0,","2.0,","0.0,","0.0,",0.0]
"1.15672337075662848E18,",2019-08-01 00:28:37,"7.0,","50.0,","12.0,","78.0,","54227.0,","50671.0,","148.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15672337340726067E18,",2019-08-01 00:28:37,"11.0,","55.0,","16.0,","79.0,","5418.0,","0.0,","214.0,","0.0,","0.0,",0.0]
"1.15672475379881574E18,",2019-08-01 00:34:06,"5.0,","55.0,","30.0,","157.0,","54.0,","108.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15672558148200448E18,",2019-08-01 00:37:24,"7.0,","50.0,","12.0,","78.0,","54227.0,","50671.0,","148.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15672766618950451E18,",2019-08-01 00:45:41,"7.0,","50.0,","12.0,","78.0,","81456.0,","105507.0,","1882.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15672925160280474E18,",2019-08-01 00:51:59,"5.0,","56.0,","15.0,","88.0,","1903.0,","2110.0,","2.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15672928278734029E18,",2019-08-01 00:52:06,"4.0,","64.0,","18.0,","79.0,","10121.0,","10028.0,","13.0,","0.0,","0.0,",0.0]
"1.15672956714874061E18,",2019-08-01 00:53:14,"2.0,","56.0,","47.0,","272.0,","136.0,","92.0,","4.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15672968567115776E18,",2019-08-01 00:53:42,"7.0,","50.0,","12.0,","78.0,","1012.0,","2033.0,","65.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673074821840077E18,",2019-08-01 00:57:56,"3.0,","61.0,","19.0,","114.0,","0.0,","13.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673075815473152E18,",2019-08-01 00:57:58,"32.0,","24.0,","29.0,","151.0,","301.0,","827.0,","13.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673085599957402E18,",2019-08-01 00:58:21,"7.0,","50.0,","12.0,","78.0,","36.0,","120.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673176202381312E18,",2019-08-01 01:01:57,"2.0,","66.0,","52.0,","251.0,","10472.0,","10632.0,","15.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15673188646458163E18,",2019-08-01 01:02:27,"1.0,","45.0,","44.0,","251.0,","34.0,","3.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673246594967552E18,",2019-08-01 01:04:45,"3.0,","26.0,","15.0,","82.0,","71.0,","233.0,","7.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.1567328871877673E18,",2019-08-01 01:06:26,"4.0,","60.0,","17.0,","85.0,","705.0,","944.0,","20.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15673289154991718E18,",2019-08-01 01:06:27,"6.0,","48.0,","53.0,","272.0,","46.0,","53.0,","5.0,","0.0,","0.0,",0.0]
"1.15673296273976525E18,",2019-08-01 01:06:44,"15.0,","35.0,","15.0,","68.0,","155.0,","216.0,","0.0,","0.0,","0.0,",0.0]
"1.1567329729319977E18,",2019-08-01 01:06:46,"33.0,","27.0,","18.0,","94.0,","381.0,","938.0,","12.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673331348430438E18,",2019-08-01 01:08:07,"9.0,","45.0,","29.0,","123.0,","1363.0,","1248.0,","4.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673353537135411E18,",2019-08-01 01:09:00,"3.0,","26.0,","15.0,","82.0,","505.0,","1612.0,","14.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15673425726561075E18,",2019-08-01 01:11:52,"11.0,","3.0,","4.0,","24.0,","121.0,","641.0,","12.0,","0.0,","0.0,",0.0]
"1.15673429456533094E18,",2019-08-01 01:12:01,"10.0,","52.0,","43.0,","244.0,","454.0,","682.0,","1.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15673434215809434E18,",2019-08-01 01:12:12,"14.0,","35.0,","28.0,","141.0,","135.0,","483.0,","2.0,","0.0,","0.0,",0.0]
"1.15673487618548531E18,",2019-08-01 01:14:20,"1.0,","58.0,","57.0,","281.0,","1761.0,","2362.0,","4.0,","0.0,","0.0,",0.0]
"1.1567352204162089E18,",2019-08-01 01:15:42,"1.0,","40.0,","49.0,","224.0,","143.0,","163.0,","4.0,","0.0,","0.0,",0.0]
"1.15673543579354726E18,",2019-08-01 01:16:33,"1.0,","52.0,","42.0,","249.0,","35.0,","171.0,","5.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673616946977997E18,",2019-08-01 01:19:28,"2.0,","68.0,","20.0,","126.0,","620.0,","885.0,","6.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1567368739070976E18,",2019-08-01 01:22:16,"3.0,","69.0,","25.0,","123.0,","180.0,","300.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673776268875366E18,",2019-08-01 01:25:48,"1.0,","64.0,","54.0,","279.0,","949.0,","931.0,","2.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15673929342093722E18,",2019-08-01 01:31:53,"20.0,","34.0,","12.0,","72.0,","594.0,","796.0,","27.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15673968382257562E18,",2019-08-01 01:33:26,"39.0,","11.0,","19.0,","92.0,","360502.0,","1800.0,","8448.0,","0.0,","0.0,",0.0]
"1.15673974828885197E18,",2019-08-01 01:33:41,"1.0,","16.0,","20.0,","103.0,","180.0,","300.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1567403992240169E18,",2019-08-01 01:36:17,"4.0,","63.0,","23.0,","103.0,","2962.0,","3357.0,","134.0,","0.0,","0.0,",0.0]
"1.1567404253461463E18,",2019-08-01 01:36:23,"10.0,","45.0,","38.0,","137.0,","39951.0,","42208.0,","46.0,","0.0,","0.0,",0.0]
"1.15674042550967091E18,",2019-08-01 01:36:23,"30.0,","28.0,","13.0,","70.0,","1507.0,","2051.0,","101.0,","11.109999656677246,","11.109999656677246,",11.109999656677246]
"1.15674091045091328E18,",2019-08-01 01:38:18,"5.0,","56.0,","15.0,","88.0,","12041.0,","10680.0,","7.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15674189635980902E18,",2019-08-01 01:42:13,"2.0,","72.0,","43.0,","261.0,","938.0,","701.0,","5.0,","0.0,","0.0,",0.0]
"1.15674245128290304E18,",2019-08-01 01:44:26,"1.0,","64.0,","30.0,","176.0,","6662.0,","7319.0,","498.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.156744342918144E18,",2019-08-01 01:51:57,"16.0,","43.0,","19.0,","119.0,","55755.0,","208.0,","2065.0,","0.0,","0.0,",0.0]
"1.1567449517215785E18,",2019-08-01 01:54:22,"31.0,","35.0,","15.0,","71.0,","4569.0,","4466.0,","278.0,","0.0,","0.0,",0.0]
"1.15674514216398848E18,",2019-08-01 01:55:07,"8.0,","37.0,","17.0,","78.0,","278.0,","1863.0,","14.0,","0.0,","0.0,",0.0]
"1.15674544778613146E18,",2019-08-01 01:56:20,"3.0,","26.0,","15.0,","82.0,","18.0,","63.0,","2.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.1567454591065047E18,",2019-08-01 01:56:23,"28.0,","29.0,","13.0,","82.0,","5483.0,","2657.0,","214.0,","0.0,","0.0,",0.0]
"1.15674577442992128E18,",2019-08-01 01:57:38,"7.0,","10.0,","11.0,","68.0,","13488.0,","14371.0,","11.0,","0.0,","0.0,",0.0]
"1.15674624713233203E18,",2019-08-01 01:59:31,"1.0,","65.0,","37.0,","197.0,","875.0,","1639.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15674653812054835E18,",2019-08-01 02:00:40,"3.0,","60.0,","9.0,","56.0,","251.0,","1259.0,","10.0,","0.0,","0.0,",0.0]
"1.15674785693125427E18,",2019-08-01 02:05:55,"1.0,","45.0,","48.0,","280.0,","34.0,","226.0,","0.0,","0.0,","0.0,",0.0]
"1.15674795059844301E18,",2019-08-01 02:06:17,"3.0,","26.0,","15.0,","82.0,","253.0,","247.0,","8.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15674814916950426E18,",2019-08-01 02:07:04,"3.0,","26.0,","15.0,","82.0,","900.0,","1065.0,","45.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15674851737485722E18,",2019-08-01 02:08:32,"7.0,","50.0,","12.0,","78.0,","1305.0,","1919.0,","20.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675004163950592E18,",2019-08-01 02:14:35,"4.0,","64.0,","13.0,","74.0,","10.0,","10.0,","1.0,","0.0,","0.0,",0.0]
"1.1567501845142487E18,",2019-08-01 02:15:10,"7.0,","47.0,","16.0,","50.0,","3.0,","123.0,","0.0,","0.0,","0.0,",0.0]
"1.15675112487306035E18,",2019-08-01 02:18:54,"10.0,","29.0,","9.0,","51.0,","376.0,","677.0,","8.0,","0.0,","0.0,",0.0]
"1.15675112960421478E18,",2019-08-01 02:18:55,"10.0,","29.0,","9.0,","51.0,","1117.0,","374.0,","61.0,","0.0,","0.0,",0.0]
"1.15675113590409626E18,",2019-08-01 02:18:56,"10.0,","29.0,","9.0,","51.0,","14874.0,","928.0,","75.0,","0.0,","0.0,",0.0]
"1.15675170720178995E18,",2019-08-01 02:21:13,"2.0,","56.0,","55.0,","281.0,","4354.0,","1380.0,","57.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675216329878733E18,",2019-08-01 02:23:01,"3.0,","26.0,","15.0,","82.0,","148.0,","59.0,","33.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15675217482479616E18,",2019-08-01 02:23:04,"3.0,","26.0,","15.0,","82.0,","26.0,","753.0,","13.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15675261408587776E18,",2019-08-01 02:24:49,"3.0,","65.0,","8.0,","57.0,","30.0,","17.0,","0.0,","14.289999961853027,","11.109999656677246,",12.5]
"1.15675294484441088E18,",2019-08-01 02:26:08,"3.0,","57.0,","40.0,","233.0,","19692.0,","1863.0,","651.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675300090547814E18,",2019-08-01 02:26:21,"4.0,","59.0,","48.0,","275.0,","1501.0,","199.0,","39.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1567530256771031E18,",2019-08-01 02:26:27,"6.0,","54.0,","10.0,","59.0,","13.0,","102.0,","0.0,","0.0,","0.0,",0.0]
"1.15675305530567475E18,",2019-08-01 02:26:34,"2.0,","74.0,","49.0,","277.0,","184744.0,","1697.0,","3251.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675309502148608E18,",2019-08-01 02:26:43,"23.0,","26.0,","18.0,","111.0,","19099.0,","2483.0,","497.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675311468006195E18,",2019-08-01 02:26:48,"2.0,","70.0,","42.0,","245.0,","214396.0,","1841.0,","1278.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675335489634714E18,",2019-08-01 02:27:45,"1.0,","76.0,","47.0,","245.0,","62213.0,","1024.0,","2279.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675335798337536E18,",2019-08-01 02:27:46,"5.0,","68.0,","45.0,","256.0,","27901.0,","4464.0,","800.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675338185313894E18,",2019-08-01 02:27:52,"4.0,","65.0,","35.0,","209.0,","42752.0,","3791.0,","1215.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675344990993613E18,",2019-08-01 02:28:08,"1.0,","64.0,","54.0,","280.0,","127472.0,","1839.0,","2770.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675361825258701E18,",2019-08-01 02:28:48,"4.0,","37.0,","22.0,","125.0,","122.0,","621.0,","3.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675372001057587E18,",2019-08-01 02:29:12,"2.0,","68.0,","38.0,","222.0,","11741.0,","2152.0,","530.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675382112679936E18,",2019-08-01 02:29:37,"3.0,","62.0,","36.0,","220.0,","482.0,","592.0,","5.0,","0.0,","0.0,",0.0]
"1.15675483796870758E18,",2019-08-01 02:33:39,"3.0,","67.0,","36.0,","213.0,","8117.0,","1871.0,","330.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675498099433472E18,",2019-08-01 02:34:13,"25.0,","29.0,","10.0,","63.0,","61.0,","52.0,","2.0,","14.289999961853027,","11.109999656677246,",12.5]
"1.15675512272418816E18,",2019-08-01 02:34:47,"1.0,","66.0,","46.0,","276.0,","33761.0,","2882.0,","1119.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675525774723482E18,",2019-08-01 02:35:19,"2.0,","60.0,","44.0,","247.0,","270717.0,","4132.0,","4041.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1567552657792E18,",2019-08-01 02:35:21,"4.0,","68.0,","32.0,","177.0,","119.0,","246.0,","3.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675527919689318E18,",2019-08-01 02:35:24,"1.0,","65.0,","40.0,","231.0,","2156.0,","1201.0,","59.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15675528140315443E18,",2019-08-01 02:35:25,"6.0,","54.0,","37.0,","216.0,","20738.0,","2733.0,","794.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1567554842774487E18,",2019-08-01 02:36:13,"18.0,","48.0,","29.0,","168.0,","71205.0,","1844.0,","1709.0,","10.0,","11.109999656677246,",10.529999732971191]
