tweet_id,priority,category,event_id,identifier,description,id,desc,level,intentType,exampleLowLevelTypes
217569856327909376,0.25,Factoid,7.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ThirdPartyObservation,The user is reporting a information that they recieved from someone else,High-level,Report,"['Group/IndividualMovement', 'PeopleEvacuating', 'DamageObserved', 'CollapsedStructure', 'ExplosionDamage', 'RoadBlocked', 'CompromisedBridge', 'CommunicationLinesDown']"
217579473883762689,0.25,News,15.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Official,An official report by a government or public safety representative,High-level,Report,"['OfficialStatement', 'RegionalWarning', 'PublicAlert', 'PressRelease']"
217634977108602880,0.25,Irrelevant,11.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-NewSubEvent,The user is reporting a new occurence that public safety officers need to respond to.,High-level,Report,"['PeopleTrapped', 'UnexplodedBombFound', 'UnexplodedBomb', 'IndiscriminateShooting', 'GroupViolence', 'HostageTaken', 'MedicalEmergency']"
217641411166740481,0.25,News,15.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Official,An official report by a government or public safety representative,High-level,Report,"['OfficialStatement', 'RegionalWarning', 'PublicAlert', 'PressRelease']"
217663359955378177,0.25,Factoid,7.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ThirdPartyObservation,The user is reporting a information that they recieved from someone else,High-level,Report,"['Group/IndividualMovement', 'PeopleEvacuating', 'DamageObserved', 'CollapsedStructure', 'ExplosionDamage', 'RoadBlocked', 'CompromisedBridge', 'CommunicationLinesDown']"
217679969407602688,0.25,Sentiment,18.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Hashtags,Reporting which hashtags correspond to each event,High-level,Report,[]
217680296563326978,0.75,NewSubEvent,14.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Factoid,"The user is relating some facts, typically numerical",High-level,Report,"['LandDevastated', 'InjuriesCount', 'KilledCount', 'NumberDisplacedPeople', 'NumberOfAssailants', 'ShooterCount', 'DamageCost']"
217691780571856896,0.75,NewSubEvent,14.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Factoid,"The user is relating some facts, typically numerical",High-level,Report,"['LandDevastated', 'InjuriesCount', 'KilledCount', 'NumberDisplacedPeople', 'NumberOfAssailants', 'ShooterCount', 'DamageCost']"
217707215602192384,0.25,Irrelevant,11.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-NewSubEvent,The user is reporting a new occurence that public safety officers need to respond to.,High-level,Report,"['PeopleTrapped', 'UnexplodedBombFound', 'UnexplodedBomb', 'IndiscriminateShooting', 'GroupViolence', 'HostageTaken', 'MedicalEmergency']"
217720503148888065,0.5,ServiceAvailable,19.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-OriginalEvent,A report of the original event occuring. This was in effect the 'Other-KnownAlready' category from 2018.,High-level,Report,[]
217724286427860992,0.5,MultimediaShare,13.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ServiceAvailable,The user is reporting that they or someone else is providing a service,High-level,Report,"['HospitalOperating', 'ShelterOffered', 'WaterDistributionPoint', 'FoodDistributionPoint']"
217728396854177793,0.5,MultimediaShare,13.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ServiceAvailable,The user is reporting that they or someone else is providing a service,High-level,Report,"['HospitalOperating', 'ShelterOffered', 'WaterDistributionPoint', 'FoodDistributionPoint']"
217730775020343297,0.75,ServiceAvailable,19.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-OriginalEvent,A report of the original event occuring. This was in effect the 'Other-KnownAlready' category from 2018.,High-level,Report,[]
217732012314861568,0.5,FirstPartyObservation,8.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Weather,The user is providing a weather report (current or forcast),High-level,Report,"['Current', 'Forecast']"
217733576786055168,0.5,MultimediaShare,13.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ServiceAvailable,The user is reporting that they or someone else is providing a service,High-level,Report,"['HospitalOperating', 'ShelterOffered', 'WaterDistributionPoint', 'FoodDistributionPoint']"
217742238061563904,0.25,News,15.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Official,An official report by a government or public safety representative,High-level,Report,"['OfficialStatement', 'RegionalWarning', 'PublicAlert', 'PressRelease']"
217744012214403074,0.25,Irrelevant,11.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-NewSubEvent,The user is reporting a new occurence that public safety officers need to respond to.,High-level,Report,"['PeopleTrapped', 'UnexplodedBombFound', 'UnexplodedBomb', 'IndiscriminateShooting', 'GroupViolence', 'HostageTaken', 'MedicalEmergency']"
217744670753689603,0.25,MultimediaShare,13.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ServiceAvailable,The user is reporting that they or someone else is providing a service,High-level,Report,"['HospitalOperating', 'ShelterOffered', 'WaterDistributionPoint', 'FoodDistributionPoint']"
217744897220943873,0.5,FirstPartyObservation,8.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Weather,The user is providing a weather report (current or forcast),High-level,Report,"['Current', 'Forecast']"
217745157259395073,0.5,MultimediaShare,13.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ServiceAvailable,The user is reporting that they or someone else is providing a service,High-level,Report,"['HospitalOperating', 'ShelterOffered', 'WaterDistributionPoint', 'FoodDistributionPoint']"
217745538941071361,0.25,Irrelevant,11.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-NewSubEvent,The user is reporting a new occurence that public safety officers need to respond to.,High-level,Report,"['PeopleTrapped', 'UnexplodedBombFound', 'UnexplodedBomb', 'IndiscriminateShooting', 'GroupViolence', 'HostageTaken', 'MedicalEmergency']"
217746356842926080,0.5,MultimediaShare,13.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-ServiceAvailable,The user is reporting that they or someone else is providing a service,High-level,Report,"['HospitalOperating', 'ShelterOffered', 'WaterDistributionPoint', 'FoodDistributionPoint']"
242997841134505985,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243121539552256001,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243198739882332161,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243203924050448384,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243361298518249473,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243361642447007744,0.5,News,15.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Official,An official report by a government or public safety representative,High-level,Report,"['OfficialStatement', 'RegionalWarning', 'PublicAlert', 'PressRelease']"
243361697002299392,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243361759912681472,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243362053518131200,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243362175148773377,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243362288403369984,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243362649100931072,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243362783322861568,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243362997215571968,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243363055944232960,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243363244704677888,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243363487944937472,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243363655750656001,0.25,InformationWanted,10.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-EmergingThreats,The user is reporting a potential problem that may cause future loss of life or damage,High-level,Report,"['BuildingsAtRisk', 'PowerOutage', 'UnexplodedBomb', 'PeopleNotEvacuating', 'FoodShortage', 'InfectiousHumanDisease', 'FuelShortage', 'ContaminatedWaterSupply', 'ContaminatedWater', 'TheftOfAid', 'Looting', 'PriceGouging', 'IDPConcentration', 'WaterShortage', 'SecurityConcern']"
243363672506896384,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243363680916488192,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243363781554606080,0.75,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243363907387928576,0.25,News,15.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Official,An official report by a government or public safety representative,High-level,Report,"['OfficialStatement', 'RegionalWarning', 'PublicAlert', 'PressRelease']"
243364184228757504,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243364263891189760,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243364461027659780,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243364704293117952,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243365094396928001,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243365140496539651,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243365165695922176,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243365371187429377,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243365413155643393,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243365736121245697,0.75,NewSubEvent,14.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Factoid,"The user is relating some facts, typically numerical",High-level,Report,"['LandDevastated', 'InjuriesCount', 'KilledCount', 'NumberDisplacedPeople', 'NumberOfAssailants', 'ShooterCount', 'DamageCost']"
243365824180662272,0.25,Sentiment,18.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Hashtags,Reporting which hashtags correspond to each event,High-level,Report,[]
243366331687256065,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243366520439332865,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243366767903264768,0.5,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243367116034670592,0.75,NewSubEvent,14.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Factoid,"The user is relating some facts, typically numerical",High-level,Report,"['LandDevastated', 'InjuriesCount', 'KilledCount', 'NumberDisplacedPeople', 'NumberOfAssailants', 'ShooterCount', 'DamageCost']"
243367120228974594,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243367229297676289,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243367720022855680,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243367816496029696,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243368005214552064,0.75,NewSubEvent,14.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Factoid,"The user is relating some facts, typically numerical",High-level,Report,"['LandDevastated', 'InjuriesCount', 'KilledCount', 'NumberDisplacedPeople', 'NumberOfAssailants', 'ShooterCount', 'DamageCost']"
243368013594779648,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243368231706963969,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243368294621532160,0.75,ThirdPartyObservation,20.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Other-ContextualInformation,"The post contains contextual information that can help understand the event, but is not about the event itself.",High-level,Other,"['ExampleOfPreviousEvent', 'LegalInformation', 'HistoricalContext']"
243368676298993666,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243368693072023552,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243368793773068289,0.25,Irrelevant,11.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-NewSubEvent,The user is reporting a new occurence that public safety officers need to respond to.,High-level,Report,"['PeopleTrapped', 'UnexplodedBombFound', 'UnexplodedBomb', 'IndiscriminateShooting', 'GroupViolence', 'HostageTaken', 'MedicalEmergency']"
243368881853431810,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243368961511677953,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243369246757904385,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243369351581925377,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243369645195792384,0.25,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243369833931104256,0.5,News,15.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Official,An official report by a government or public safety representative,High-level,Report,"['OfficialStatement', 'RegionalWarning', 'PublicAlert', 'PressRelease']"
243370001694871553,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243370001707458561,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243370110771945472,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243370358244274176,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243370475663806464,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243370685391597568,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243371167740747776,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243371213882261505,0.25,ThirdPartyObservation,20.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Other-ContextualInformation,"The post contains contextual information that can help understand the event, but is not about the event itself.",High-level,Other,"['ExampleOfPreviousEvent', 'LegalInformation', 'HistoricalContext']"
243371243221426176,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243371620700401665,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243371809460854784,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243371897553817600,0.25,Irrelevant,11.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-NewSubEvent,The user is reporting a new occurence that public safety officers need to respond to.,High-level,Report,"['PeopleTrapped', 'UnexplodedBombFound', 'UnexplodedBomb', 'IndiscriminateShooting', 'GroupViolence', 'HostageTaken', 'MedicalEmergency']"
243371905946615808,0.25,OriginalEvent,17.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-CleanUp,A report of the clean up after the event,High-level,Report,[]
243371989832695808,0.75,Official,16.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-News,The post is a news report providing/linking to current/continious coverage of the event,High-level,Other,"['NewsHeadline', 'NewsArticle']"
243372056903815168,0.5,NewSubEvent,14.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Factoid,"The user is relating some facts, typically numerical",High-level,Report,"['LandDevastated', 'InjuriesCount', 'KilledCount', 'NumberDisplacedPeople', 'NumberOfAssailants', 'ShooterCount', 'DamageCost']"
243372182737154048,0.25,News,15.0,TRECIS-ITR-H-Types-v4-T1,"TREC-IS Incident Tweet Routing (High-Level) Information Types. Version four, Task 1, created for the 2020 edition of the track.",Report-Official,An official report by a government or public safety representative,High-level,Report,"['OfficialStatement', 'RegionalWarning', 'PublicAlert', 'PressRelease']"
